,name,type,f0,f1,f1:f0,palm_width,E_max,E_point,NE_max,NE_point,NW_max,NW_point,N_max,N_point,SE_max,SE_point,SW_max,SW_point,S_max,S_point,W_max,W_point,total_distance,total_area
2356,2v3_55.45_45.30.25_1.1_63,2v3,55.45,45.30.25,1.1,635,0.08206192663836201,"(0.08206192663836201, 0.0)",0.04463352214271545,"(0.03156066617535402, 0.03156066617535402)",0.04495772422573459,"(-0.03178991166673165, 0.03178991166673165)",0.03977323664845113,"(0.0, 0.03977323664845113)",0.07407940129908264,"(0.05238204700482087, -0.05238204700482087)",0.10906978818783118,"(-0.07712398685019584, -0.07712398685019584)",0.05826766070594506,"(0.0, -0.05826766070594506)",0.08176424944654992,"(-0.08176424944654992, 0.0)",0.534607509294672,0.0129297175508585
2357,2v3_55.45_45.30.25_1.1_73,2v3,55.45,45.30.25,1.1,735,0.08301323818451511,"(0.08301323818451511, 0.0)",0.04151526173057178,"(0.02935572309242167, 0.02935572309242167)",0.036469555792005046,"(-0.0257878702073879, 0.0257878702073879)",0.03654816346163174,"(0.0, 0.03654816346163174)",0.07612862672969214,"(0.05383106820298477, -0.05383106820298477)",0.10987838520499466,"(-0.07769575128427933, -0.07769575128427933)",0.06203905977000012,"(0.0, -0.06203905977000012)",0.07752185232175911,"(-0.07752185232175911, 0.0)",0.5231141431951697,0.012551522109960269
2358,2v3_55.45_50.25.25_1.0.95_53,2v3,55.45,50.25.25,1.0.95,535,0.09521258812023194,"(0.09521258812023194, 0.0)",0.04876488663753956,"(0.034481982025197484, 0.034481982025197484)",0.03818453426506246,"(-0.027000543115275746, 0.027000543115275746)",0.04191935350972143,"(0.0, 0.04191935350972143)",0.07116101681111447,"(0.05031843754326895, -0.05031843754326895)",0.10870412627843075,"(-0.07686542483443716, -0.07686542483443716)",0.05898591859285371,"(0.0, -0.05898591859285371)",0.08069095833976109,"(-0.08069095833976109, 0.0)",0.5436233825547154,0.013267238286057205
2359,2v3_55.45_50.25.25_1.0.95_63,2v3,55.45,50.25.25,1.0.95,635,0.07168320335264278,"(0.07168320335264278, 0.0)",0.04094157111261615,"(0.028950062566162144, 0.028950062566162144)",0.03313816935545646,"(-0.023432224267351504, 0.023432224267351504)",0.03974415609582858,"(0.0, 0.03974415609582858)",0.07086699632560595,"(0.05011053366415811, -0.05011053366415811)",0.10961903106064841,"(-0.07751236021008327, -0.07751236021008327)",0.06087054975509133,"(0.0, -0.06087054975509133)",0.0753007214641058,"(-0.0753007214641058, 0.0)",0.5021643985219955,0.011559441165916414
2360,2v3_55.45_50.25.25_1.0.95_73,2v3,55.45,50.25.25,1.0.95,735,0.08339798854637151,"(0.08339798854637151, 0.0)",0.0460903829365484,"(0.032590822321918116, 0.032590822321918116)",0.029341570688425318,"(-0.02074762360444998, 0.02074762360444998)",0.037682602743947816,"(0.0, 0.037682602743947816)",0.07590112653396629,"(0.05367020127186575, -0.05367020127186575)",0.11096183470309845,"(-0.07846186577146169, -0.07846186577146169)",0.04050579619865271,"(0.0, -0.04050579619865271)",0.07104422649674125,"(-0.07104422649674125, 0.0)",0.49492552884775176,0.010802151669653795
2361,2v3_55.45_50.25.25_1.0.9_53,2v3,55.45,50.25.25,1.0.9,535,0.08138607271614778,"(0.08138607271614778, 0.0)",0.05333165904977732,"(0.03771117776602645, 0.03771117776602645)",0.034183385518854026,"(-0.02417130370429571, 0.02417130370429571)",0.04419814882844509,"(0.0, 0.04419814882844509)",0.07296813391133741,"(0.051596262299234766, -0.051596262299234766)",0.10920350984770952,"(-0.07721854234268732, -0.07721854234268732)",0.056024890509191516,"(0.0, -0.056024890509191516)",0.07403936715734015,"(-0.07403936715734015, 0.0)",0.5253351675388028,0.01236357415033425
2362,2v3_55.45_50.25.25_1.0.9_63,2v3,55.45,50.25.25,1.0.9,635,0.08373290322367882,"(0.08373290322367882, 0.0)",0.05207290986522105,"(0.036821107681813674, 0.036821107681813674)",0.031106366985658832,"(-0.021995523033636704, 0.021995523033636704)",0.0429658734645602,"(0.0, 0.0429658734645602)",0.020652415916087873,"(0.01460346334215072, -0.01460346334215072)",0.1104680591402418,"(-0.07811271372258155, -0.07811271372258155)",0.04553174185575686,"(0.0, -0.04553174185575686)",0.07350607456855729,"(-0.07350607456855729, 0.0)",0.46003634501976276,0.009206564548847006
2363,2v3_55.45_50.25.25_1.0.9_73,2v3,55.45,50.25.25,1.0.9,735,0.08718562457154395,"(0.08718562457154395, 0.0)",0.04530404512261029,"(0.03203479752137907, 0.03203479752137907)",0.021678468681006827,"(-0.015328992210080118, 0.015328992210080118)",0.03679445276976863,"(0.0, 0.03679445276976863)",0.07450548224225156,"(0.052683331729069985, -0.052683331729069985)",0.10858518569126825,"(-0.07678132113869625, -0.07678132113869625)",0.06748607457215781,"(0.0, -0.06748607457215781)",0.06251421524891575,"(-0.06251421524891575, 0.0)",0.504053548899523,0.011812096454363846
2364,2v3_55.45_50.25.25_1.1_53,2v3,55.45,50.25.25,1.1,535,0.09244562880639277,"(0.09244562880639277, 0.0)",0.04360512453248872,"(0.03083347925140666, 0.03083347925140666)",0.040476665032910066,"(-0.028621324324587118, 0.028621324324587118)",0.0336298174943737,"(0.0, 0.0336298174943737)",0.07167880283154973,"(0.05068456754952232, -0.05068456754952232)",0.10891072439480386,"(-0.07701151176350496, -0.07701151176350496)",0.044119641166334884,"(0.0, -0.044119641166334884)",0.08605934013438557,"(-0.08605934013438557, 0.0)",0.5209257443932394,0.01213001932845443
2365,2v3_55.45_50.25.25_1.1_63,2v3,55.45,50.25.25,1.1,635,0.0819934825488504,"(0.0819934825488504, 0.0)",0.04559523379243872,"(0.03224069900441944, 0.03224069900441944)",0.04086095114842526,"(-0.028893055642783744, 0.028893055642783744)",0.038899861811587146,"(0.0, 0.038899861811587146)",0.07599818479303053,"(0.05373883182502024, -0.05373883182502024)",0.11009324733560477,"(-0.07784768175385394, -0.07784768175385394)",0.05866725423063577,"(0.0, -0.05866725423063577)",0.08265447403534525,"(-0.08265447403534525, 0.0)",0.5347626896959178,0.01298513736077025
2366,2v3_55.45_50.25.25_1.1_73,2v3,55.45,50.25.25,1.1,735,0.07715726757536802,"(0.07715726757536802, 0.0)",0.043526014756726704,"(0.030777540192507186, 0.030777540192507186)",0.04144320260424184,"(-0.029304769595547394, 0.029304769595547394)",0.04064138124682952,"(0.0, 0.04064138124682952)",0.07856601336491471,"(0.055554560821124116, -0.055554560821124116)",0.11053047260374499,"(-0.078156846705862, -0.078156846705862)",0.060969161411370466,"(0.0, -0.060969161411370466)",0.07595543092306557,"(-0.07595543092306557, 0.0)",0.5287889444862618,0.012708771419227962
2367,2v3_60.40_25.25.50_1.0.95_53,2v3,60.40,25.25.50,1.0.95,535,0.09048148048160014,"(0.09048148048160014, 0.0)",0.04967236551035869,"(0.03512366648995141, 0.03512366648995141)",0.04084698591575892,"(-0.028883180732064535, 0.028883180732064535)",0.03535264933885241,"(0.0, 0.03535264933885241)",0.07902997814719775,"(0.055882633464908196, -0.055882633464908196)",0.06104192260442591,"(-0.04316315741025396, -0.04316315741025396)",0.05473673894468535,"(0.0, -0.05473673894468535)",0.08383423978656229,"(-0.08383423978656229, 0.0)",0.4949963607294414,0.010979294982232117
2368,2v3_60.40_25.25.50_1.0.95_63,2v3,60.40,25.25.50,1.0.95,635,0.08555210688850232,"(0.08555210688850232, 0.0)",0.04507482856879087,"(0.03187271694181315, 0.03187271694181315)",0.033854372266740984,"(-0.023938656202626342, 0.023938656202626342)",0.02854007568265761,"(0.0, 0.02854007568265761)",0.08387240877928702,"(0.05930674900228397, -0.05930674900228397)",0.0598135757729957,"(-0.04229458503610065, -0.04229458503610065)",0.04328413793473676,"(0.0, -0.04328413793473676)",0.07478667585231734,"(-0.07478667585231734, 0.0)",0.4547781817460286,0.00937227316501051
2369,2v3_60.40_25.25.50_1.0.95_73,2v3,60.40,25.25.50,1.0.95,735,0.07854526550832269,"(0.07854526550832269, 0.0)",0.04151454549109737,"(0.029355216634632364, 0.029355216634632364)",0.03557086724690031,"(-0.02515240144296967, 0.02515240144296967)",0.04483327473757135,"(0.0, 0.04483327473757135)",0.08803056005144452,"(0.06224700596402602, -0.06224700596402602)",0.06716377632415885,"(-0.047491961688909214, -0.047491961688909214)",0.058309359638528915,"(0.0, -0.058309359638528915)",0.06941813242690296,"(-0.06941813242690296, 0.0)",0.48338578142492694,0.010540160431460265
2370,2v3_60.40_25.25.50_1.0.9_53,2v3,60.40,25.25.50,1.0.9,535,0.0801936845745494,"(0.0801936845745494, 0.0)",0.048054997845674276,"(0.03398001484658121, 0.03398001484658121)",0.03441725469029044,"(-0.024336674181328878, 0.024336674181328878)",0.024015624630247104,"(0.0, 0.024015624630247104)",0.08235166805869623,"(0.058231422926327714, -0.058231422926327714)",0.0627721020771662,"(-0.04438657904809839, -0.04438657904809839)",0.05481224486616897,"(0.0, -0.05481224486616897)",0.06481750241151857,"(-0.06481750241151857, 0.0)",0.4514350791543112,0.009437239676062272
2371,2v3_60.40_25.25.50_1.0.9_63,2v3,60.40,25.25.50,1.0.9,635,0.08527339979202093,"(0.08527339979202093, 0.0)",0.042850861941113746,"(0.030300135058250077, 0.030300135058250077)",0.03537982090353765,"(-0.025017311278057033, 0.025017311278057033)",0.04739464227276669,"(0.0, 0.04739464227276669)",0.08577705612316386,"(0.06065353805490823, -0.06065353805490823)",0.06688776853988904,"(-0.04729679471299175, -0.04729679471299175)",0.05749520033739889,"(0.0, -0.05749520033739889)",0.06858445214274851,"(-0.06858445214274851, 0.0)",0.4896432020526393,0.010771964430525695
2372,2v3_60.40_25.25.50_1.0.9_73,2v3,60.40,25.25.50,1.0.9,735,0.08561721337242842,"(0.08561721337242842, 0.0)",0.0480648664615009,"(0.03398699301175314, 0.03398699301175314)",0.0324016025111613,"(-0.022911392856953223, 0.022911392856953223)",0.04573766204460426,"(0.0, 0.04573766204460426)",0.08788438988379312,"(0.06214364804727253, -0.06214364804727253)",0.06485356040965601,"(-0.04585839234975917, -0.04585839234975917)",0.05798114409997364,"(0.0, -0.05798114409997364)",0.07150451533843032,"(-0.07150451533843032, 0.0)",0.494044954121548,0.011006134389705352
2373,2v3_60.40_25.25.50_1.1_53,2v3,60.40,25.25.50,1.1,535,0.08777197121846253,"(0.08777197121846253, 0.0)",0.04402530731825276,"(0.031130593348558264, 0.031130593348558264)",0.031482417533684096,"(-0.022261430926214285, 0.022261430926214285)",0.03355797927579489,"(0.0, 0.03355797927579489)",0.08690840380549379,"(0.06145352167296341, -0.06145352167296341)",0.038815052378975326,"(-0.027446386749284485, -0.027446386749284485)",0.01434215658789835,"(0.0, -0.01434215658789835)",0.0840204041171589,"(-0.0840204041171589, 0.0)",0.4209236922357206,0.007684753029590273
2374,2v3_60.40_25.25.50_1.1_63,2v3,60.40,25.25.50,1.1,635,0.08056280352186374,"(0.08056280352186374, 0.0)",0.042999812492809424,"(0.030405459003415566, 0.030405459003415566)",0.04087304798643921,"(-0.028901609398974328, 0.028901609398974328)",0.03145766974327584,"(0.0, 0.03145766974327584)",0.08759493028240507,"(0.061938969200251486, -0.061938969200251486)",0.05721952632744922,"(-0.04046031508242153, -0.04046031508242153)",0.028559231160015325,"(0.0, -0.028559231160015325)",0.0837289715678222,"(-0.0837289715678222, 0.0)",0.45299599308208005,0.009018617815098169
2375,2v3_60.40_25.25.50_1.1_73,2v3,60.40,25.25.50,1.1,735,0.07710978662644351,"(0.07710978662644351, 0.0)",0.03999802406389972,"(0.028282874049646203, 0.028282874049646203)",0.03371050802905539,"(-0.023836928824588623, 0.023836928824588623)",0.02772069587369093,"(0.0, 0.02772069587369093)",0.08937891788464178,"(0.06320043893134579, -0.06320043893134579)",0.046429020280207005,"(-0.03283027508398211, -0.03283027508398211)",0.020271478022477543,"(0.0, -0.020271478022477543)",0.07551423309119915,"(-0.07551423309119915, 0.0)",0.410132663871615,0.007362460450770348
2376,2v3_60.40_25.30.45_1.0.95_53,2v3,60.40,25.30.45,1.0.95,535,0.08113891194751119,"(0.08113891194751119, 0.0)",0.04019861747647904,"(0.028424715011942395, 0.028424715011942395)",0.03757776397012043,"(-0.026571491725099677, 0.026571491725099677)",0.040560892112416355,"(0.0, 0.040560892112416355)",0.08416838668447432,"(0.0595160369861233, -0.0595160369861233)",0.07096432479119179,"(-0.05017935528217635, -0.05017935528217635)",0.04626327103594145,"(0.0, -0.04626327103594145)",0.08282709972927399,"(-0.08282709972927399, 0.0)",0.4836992677474086,0.010399014932151222
2377,2v3_60.40_25.30.45_1.0.95_63,2v3,60.40,25.30.45,1.0.95,635,0.08578134706506474,"(0.08578134706506474, 0.0)",0.04100928573434195,"(0.02899794403436994, 0.02899794403436994)",0.03999831282333198,"(-0.028283078233398887, 0.028283078233398887)",0.03189630119715246,"(0.0, 0.03189630119715246)",0.08433436206411676,"(0.05963339930257849, -0.05963339930257849)",0.07394300102541028,"(-0.052285597446351445, -0.052285597446351445)",0.045022824794304334,"(0.0, -0.045022824794304334)",0.07780841989361044,"(-0.07780841989361044, 0.0)",0.4797938545973329,0.01036889974605338
2378,2v3_60.40_25.30.45_1.0.95_73,2v3,60.40,25.30.45,1.0.95,735,0.07774684247024188,"(0.07774684247024188, 0.0)",0.03287749992613764,"(0.023247903146232145, 0.023247903146232145)",0.03264723022368024,"(-0.023085077878122705, 0.023085077878122705)",0.03784880274722658,"(0.0, 0.03784880274722658)",0.08836649421645765,"(0.06248454729013904, -0.06248454729013904)",0.07471963931432168,"(-0.05283476364696982, -0.05283476364696982)",0.05215068176308,"(0.0, -0.05215068176308)",0.06986080181829826,"(-0.06986080181829826, 0.0)",0.46621799247944395,0.00986843843341305
2379,2v3_60.40_25.30.45_1.0.9_53,2v3,60.40,25.30.45,1.0.9,535,0.09070836977120936,"(0.09070836977120936, 0.0)",0.0487422258166624,"(0.03446595840508798, 0.03446595840508798)",0.03565568780350384,"(-0.02521237863372804, 0.02521237863372804)",0.021313134298682628,"(0.0, 0.021313134298682628)",0.0799790520059851,"(0.05655373002630361, -0.05655373002630361)",0.07212188377976392,"(-0.050997873092619134, -0.050997873092619134)",0.04865855393975184,"(0.0, -0.04865855393975184)",0.07459878122266164,"(-0.07459878122266164, 0.0)",0.47177768863822067,0.010223338671925949
2380,2v3_60.40_25.30.45_1.0.9_63,2v3,60.40,25.30.45,1.0.9,635,0.08237402057795055,"(0.08237402057795055, 0.0)",0.04593287841268937,"(0.032479449805029835, 0.032479449805029835)",0.03263286532587036,"(-0.023074920361470286, 0.023074920361470286)",0.027103254470137186,"(0.0, 0.027103254470137186)",0.08484380116026095,"(0.05999362714206359, -0.05999362714206359)",0.07485100640582303,"(-0.052927654208195174, -0.052927654208195174)",0.06770279119153537,"(0.0, -0.06770279119153537)",0.06865139354591353,"(-0.06865139354591353, 0.0)",0.4840920110901804,0.010992925982259528
2381,2v3_60.40_25.30.45_1.0.9_73,2v3,60.40,25.30.45,1.0.9,735,0.08732588624180095,"(0.08732588624180095, 0.0)",0.05188913816225518,"(0.03669116146445631, 0.03669116146445631)",0.0328901599310912,"(-0.023256855121584655, 0.023256855121584655)",0.046394351872952135,"(0.0, 0.046394351872952135)",0.08802572951069161,"(0.06224359025590283, -0.06224359025590283)",0.0802201147101085,"(-0.05672418709908043, -0.05672418709908043)",0.06975446676908614,"(0.0, -0.06975446676908614)",0.07186451788120694,"(-0.07186451788120694, 0.0)",0.5283643650791926,0.012733573580298014
2382,2v3_60.40_25.30.45_1.1_53,2v3,60.40,25.30.45,1.1,535,0.08253512631108362,"(0.08253512631108362, 0.0)",0.042813678247576016,"(0.030273842216399983, 0.030273842216399983)",0.04267536130418459,"(-0.03017603736777491, 0.03017603736777491)",0.03831116375400041,"(0.0, 0.03831116375400041)",0.08774773251490846,"(0.062047016695035075, -0.062047016695035075)",0.07177401245905561,"(-0.050751890922765976, -0.050751890922765976)",0.048961025751486816,"(0.0, -0.048961025751486816)",0.08488264570191316,"(-0.08488264570191316, 0.0)",0.4997007460442087,0.011163872936076253
2383,2v3_60.40_25.30.45_1.1_63,2v3,60.40,25.30.45,1.1,635,0.07985794992186537,"(0.07985794992186537, 0.0)",0.04157806813248406,"(0.029400133925115774, 0.029400133925115774)",0.03917790978497022,"(-0.027702965681667236, 0.027702965681667236)",0.04151566833616111,"(0.0, 0.04151566833616111)",0.09341856342442327,"(0.06605689968611528, -0.06605689968611528)",0.07319782068009212,"(-0.05175867537097004, -0.05175867537097004)",0.06050228859264032,"(0.0, -0.06050228859264032)",0.0798277269293023,"(-0.0798277269293023, 0.0)",0.5090759958019389,0.011732515230086652
2384,2v3_60.40_25.30.45_1.1_73,2v3,60.40,25.30.45,1.1,735,0.07469446181733523,"(0.07469446181733523, 0.0)",0.038373090477577844,"(0.027133872491780228, 0.027133872491780228)",0.03887373095634471,"(-0.027487878769252756, 0.027487878769252756)",0.03713072809395897,"(0.0, 0.03713072809395897)",0.09438314984842522,"(0.06673896528756754, -0.06673896528756754)",0.07757001588634355,"(-0.05485028424998174, -0.05485028424998174)",0.04707664740425361,"(0.0, -0.04707664740425361)",0.08110627380197707,"(-0.08110627380197707, 0.0)",0.48920809828621614,0.01072104115705027
2385,2v3_60.40_25.35.40_1.0.95_53,2v3,60.40,25.35.40,1.0.95,535,0.09318046063386581,"(0.09318046063386581, 0.0)",0.04780674093289943,"(0.03380447070008168, 0.03380447070008168)",0.04387403695368671,"(-0.03102362904798105, 0.03102362904798105)",0.042854873943813133,"(0.0, 0.042854873943813133)",0.08380306251841288,"(0.05925771379096994, -0.05925771379096994)",0.08660794297408937,"(-0.0612410637815964, -0.0612410637815964)",0.061839445284635565,"(0.0, -0.061839445284635565)",0.08115314435672427,"(-0.08115314435672427, 0.0)",0.5411197075981272,0.013194462379990937
2386,2v3_60.40_25.35.40_1.0.95_63,2v3,60.40,25.35.40,1.0.95,635,0.08584624114001625,"(0.08584624114001625, 0.0)",0.04521022240698078,"(0.0319684548429281, 0.0319684548429281)",0.037496719050821296,"(-0.026514184313082542, 0.026514184313082542)",0.046366400387034164,"(0.0, 0.046366400387034164)",0.08640634693876016,"(0.0610985138579548, -0.0610985138579548)",0.09029008981885692,"(-0.06384473478485618, -0.06384473478485618)",0.06902583501806563,"(0.0, -0.06902583501806563)",0.07585580271780056,"(-0.07585580271780056, 0.0)",0.5364976574783357,0.013089819654195567
2387,2v3_60.40_25.35.40_1.0.95_73,2v3,60.40,25.35.40,1.0.95,735,0.08258156155375122,"(0.08258156155375122, 0.0)",0.04236728652586034,"(0.02995819560290929, 0.02995819560290929)",0.03607905979747984,"(-0.025511747841632945, 0.025511747841632945)",0.04742768720444563,"(0.0, 0.04742768720444563)",0.08893942244183609,"(0.0628896687234373, -0.0628896687234373)",0.09265059264758413,"(-0.06551386234205922, -0.06551386234205922)",0.0708720561566832,"(0.0, -0.0708720561566832)",0.07077940237822082,"(-0.07077940237822082, 0.0)",0.5316970687058613,0.01292064665212074
2388,2v3_60.40_25.35.40_1.0.9_53,2v3,60.40,25.35.40,1.0.9,535,0.08174466484008953,"(0.08174466484008953, 0.0)",0.05032737726382058,"(0.035586829742581205, 0.035586829742581205)",0.035961830321676914,"(-0.025428854084337746, 0.025428854084337746)",0.04104593640448835,"(0.0, 0.04104593640448835)",0.062173472913820575,"(0.043963284307280664, -0.043963284307280664)",0.08690959757050375,"(-0.0614543657922971, -0.0614543657922971)",0.057670530304972226,"(0.0, -0.057670530304972226)",0.07388968481477197,"(-0.07388968481477197, 0.0)",0.4897230944341439,0.010753254403078338
2389,2v3_60.40_25.35.40_1.0.9_63,2v3,60.40,25.35.40,1.0.9,635,0.08371860079711213,"(0.08371860079711213, 0.0)",0.04994609369964196,"(0.035317221548795526, 0.035317221548795526)",0.03505679920125278,"(-0.024788900441900984, 0.024788900441900984)",0.04434596810359296,"(0.0, 0.04434596810359296)",0.08568288393809521,"(0.060586948264247036, -0.060586948264247036)",0.08905754344157008,"(-0.06297319288334974, -0.06297319288334974)",0.06740102910327439,"(0.0, -0.06740102910327439)",0.07073198195252371,"(-0.07073198195252371, 0.0)",0.5259409002370632,0.012615047273338925
2390,2v3_60.40_25.35.40_1.0.9_73,2v3,60.40,25.35.40,1.0.9,735,0.08235074552520974,"(0.08235074552520974, 0.0)",0.04820020415280854,"(0.03408269121102691, 0.03408269121102691)",0.02897831016633735,"(-0.02049075962594421, 0.02049075962594421)",0.038913869473067256,"(0.0, 0.038913869473067256)",0.08775637707186718,"(0.06205312931988094, -0.06205312931988094)",0.08957169046711502,"(-0.06333674973163947, -0.06333674973163947)",0.05656266213909811,"(0.0, -0.05656266213909811)",0.06487189065560336,"(-0.06487189065560336, 0.0)",0.49720574965110653,0.011285477510196517
2391,2v3_60.40_25.35.40_1.1_53,2v3,60.40,25.35.40,1.1,535,0.08554814525830065,"(0.08554814525830065, 0.0)",0.04175214676813426,"(0.029523226108843732, 0.029523226108843732)",0.04262138890745953,"(-0.030137873120053726, 0.030137873120053726)",0.04001907095641858,"(0.0, 0.04001907095641858)",0.08359782836549512,"(0.05911259132971071, -0.05911259132971071)",0.09238119504524786,"(-0.06532336947061185, -0.06532336947061185)",0.053236704186704814,"(0.0, -0.053236704186704814)",0.09254133211106676,"(-0.09254133211106676, 0.0)",0.5316978115988276,0.012714441269166956
2392,2v3_60.40_25.35.40_1.1_63,2v3,60.40,25.35.40,1.1,635,0.07929775467972491,"(0.07929775467972491, 0.0)",0.035697964941140345,"(0.02524227308443997, 0.02524227308443997)",0.042355703505892454,"(-0.02995000517094338, 0.02995000517094338)",0.04108137962070045,"(0.0, 0.04108137962070045)",0.08610976763085851,"(0.06088880061817792, -0.06088880061817792)",0.08617924457791239,"(-0.060937928238575856, -0.060937928238575856)",0.04403539776608226,"(0.0, -0.04403539776608226)",0.08255579843584554,"(-0.08255579843584554, 0.0)",0.4973130111581568,0.010982695031233431
2393,2v3_60.40_25.35.40_1.1_73,2v3,60.40,25.35.40,1.1,735,0.07541589083941709,"(0.07541589083941709, 0.0)",0.033761014286207515,"(0.02387264214151324, 0.02387264214151324)",0.04079692002482804,"(-0.02884777880108116, 0.02884777880108116)",0.03661038746588695,"(0.0, 0.03661038746588695)",0.08925035654488589,"(0.06310953233620598, -0.06310953233620598)",0.09122044594583344,"(-0.06450259591115973, -0.06450259591115973)",0.06561022878721698,"(0.0, -0.06561022878721698)",0.07500573422811253,"(-0.07500573422811253, 0.0)",0.5076709781223885,0.011932213769777123
2394,2v3_60.40_25.40.35_1.0.95_53,2v3,60.40,25.40.35,1.0.95,535,0.08089531229675102,"(0.08089531229675102, 0.0)",0.043971335614326416,"(0.031092429590719752, 0.031092429590719752)",0.03532980566319586,"(-0.02498194516244868, 0.02498194516244868)",0.025631421035003446,"(0.0, 0.025631421035003446)",0.08220606164211908,"(0.05812846364178173, -0.05812846364178173)",0.10031187344659412,"(-0.07093120594761347, -0.07093120594761347)",0.05056979883494276,"(0.0, -0.05056979883494276)",0.08074534188763988,"(-0.08074534188763988, 0.0)",0.49966095042057257,0.011462939818377023
2395,2v3_60.40_25.40.35_1.0.95_63,2v3,60.40,25.40.35,1.0.95,635,0.08435361283450851,"(0.08435361283450851, 0.0)",0.04570345926778694,"(0.03231722597193531, 0.03231722597193531)",0.03744112577714016,"(-0.026474873932274254, 0.026474873932274254)",0.037090058544086126,"(0.0, 0.037090058544086126)",0.0852867437182161,"(0.06030683482846978, -0.06030683482846978)",0.10097830135988768,"(-0.07140244164427535, -0.07140244164427535)",0.06868105401326184,"(0.0, -0.06868105401326184)",0.07543065070345967,"(-0.07543065070345967, 0.0)",0.5349650062183471,0.013211329062906745
2396,2v3_60.40_25.40.35_1.0.95_73,2v3,60.40,25.40.35,1.0.95,735,0.08501633857140121,"(0.08501633857140121, 0.0)",0.04395189314638248,"(0.031078681689793594, 0.031078681689793594)",0.035990477840066155,"(-0.02544911093885495, 0.02544911093885495)",0.04388463873528151,"(0.0, 0.04388463873528151)",0.08821228215966412,"(0.062375502899039606, -0.062375502899039606)",0.10672008514826897,"(-0.07546249589714675, -0.07546249589714675)",0.0695627765168391,"(0.0, -0.0695627765168391)",0.07072306454651127,"(-0.07072306454651127, 0.0)",0.5440615566644148,0.01357550317273589
2397,2v3_60.40_25.40.35_1.0.9_53,2v3,60.40,25.40.35,1.0.9,535,0.08392813251866978,"(0.08392813251866978, 0.0)",0.05420035575569171,"(0.03832543909757293, 0.03832543909757293)",0.03649617672377736,"(-0.02580669404876561, 0.02580669404876561)",0.03327655461446281,"(0.0, 0.03327655461446281)",0.06339000662448371,"(0.0448235035436326, -0.0448235035436326)",0.09925184964722855,"(-0.07018165593086295, -0.07018165593086295)",0.0549404254545592,"(0.0, -0.0549404254545592)",0.08395441203021847,"(-0.08395441203021847, 0.0)",0.5094379133690916,0.011744854891626636
2398,2v3_60.40_25.40.35_1.0.9_63,2v3,60.40,25.40.35,1.0.9,635,0.08398866022875713,"(0.08398866022875713, 0.0)",0.05152061489109326,"(0.036430576160392664, 0.036430576160392664)",0.03569487329958072,"(-0.02524008696372816, 0.02524008696372816)",0.0426714595214958,"(0.0, 0.0426714595214958)",0.0860413859340414,"(0.060840447456649495, -0.060840447456649495)",0.1050855613478327,"(-0.07430671303384745, -0.07430671303384745)",0.07417298022822764,"(0.0, -0.07417298022822764)",0.068976520925976,"(-0.068976520925976, 0.0)",0.5481520563770046,0.013845949876974675
2399,2v3_60.40_25.40.35_1.0.9_73,2v3,60.40,25.40.35,1.0.9,735,0.08596698346108224,"(0.08596698346108224, 0.0)",0.04960050350942938,"(0.03507285238178466, 0.03507285238178466)",0.027983365439420184,"(-0.019787227462635285, 0.019787227462635285)",0.032707550944902554,"(0.0, 0.032707550944902554)",0.08839631416537709,"(0.06250563317823461, -0.06250563317823461)",0.11062792899596409,"(-0.0782257587816701, -0.0782257587816701)",0.06155468801586598,"(0.0, -0.06155468801586598)",0.06529315931411565,"(-0.06529315931411565, 0.0)",0.5221304938461572,0.012622560681240277
2400,2v3_60.40_25.40.35_1.1_53,2v3,60.40,25.40.35,1.1,535,0.08607542526841308,"(0.08607542526841308, 0.0)",0.041004472963983706,"(0.028994540891813327, 0.028994540891813327)",0.047948618041251376,"(-0.03390479296549248, 0.03390479296549248)",0.040654782060862656,"(0.0, 0.040654782060862656)",0.08335663088105659,"(0.05894203895285909, -0.05894203895285909)",0.1023851234634782,"(-0.07239721509364733, -0.07239721509364733)",0.06015161315678234,"(0.0, -0.06015161315678234)",0.08838856021221195,"(-0.08838856021221195, 0.0)",0.5499652260480399,0.01371124332912114
2401,2v3_60.40_25.40.35_1.1_63,2v3,60.40,25.40.35,1.1,635,0.07806741895895554,"(0.07806741895895554, 0.0)",0.03757644928359242,"(0.026570562101340584, 0.026570562101340584)",0.04540872079591318,"(-0.03210881439979681, 0.03210881439979681)",0.039603801911416804,"(0.0, 0.039603801911416804)",0.08571442059365868,"(0.06060924804725191, -0.06060924804725191)",0.10587445303067403,"(-0.07486454369240622, -0.07486454369240622)",0.06358438898739709,"(0.0, -0.06358438898739709)",0.08024092740552839,"(-0.08024092740552839, 0.0)",0.5360705809671361,0.013163744449721484
2402,2v3_60.40_25.40.35_1.1_73,2v3,60.40,25.40.35,1.1,735,0.07426415273266683,"(0.07426415273266683, 0.0)",0.03601108617908483,"(0.025463683235124043, 0.025463683235124043)",0.0410221498086409,"(-0.029007040308540413, 0.029007040308540413)",0.03771438243022144,"(0.0, 0.03771438243022144)",0.08883735890646645,"(0.06281749890546556, -0.06281749890546556)",0.11259779458670396,"(-0.0796186640989083, -0.0796186640989083)",0.06765395832540287,"(0.0, -0.06765395832540287)",0.07637435440261955,"(-0.07637435440261955, 0.0)",0.5344752373718068,0.013271522587231318
